VENDPART,PRODNAME,PSC_CODE,GSAPRICE,ISSCODE,QTY_UNIT,MFGPART,OEM_CAGE,MFGNAME,PRODDESC,P_DELIV,LONG_DESCRIPTION,UPC,HAZMAT,TPRSTART,TPRSTOP,TEMPRICE,SHIPPING_STANDARD,SHIPPING_EXPEDITED,SHIPPING_NEXTDAY,Environmentally Preferred Indicator,Environmentally Preferred Justifying Comment,Energy Star Indicator,Energy Star Justifying Comment,Made in the USA Indicator,Made in the USA Justifying Comment,Characteristic Information
2DLC3,Cartridge Roll 3/8 x1in 120G PK100,5350,52.18,PK,100,60440305674,,3M,"60440305674, MFR 3M, Cartridge Roll 120 Grit Diameter 3/8 In. Abrasive Material Aluminum Oxide Length 1 In. Arbor Hole 1/8 In. Backing Material X Weight 24 000 Max RPM Package Quantity 100",3,"60440305674, MFR 3M, Cartridge Roll 120 Grit Diameter 3/8 In. Abrasive Material Aluminum Oxide Length 1 In. Arbor Hole 1/8 In. Backing Material X Weight 24 000 Max RPM Package Quantity 100",,,,,,,,,,,,,,,
2JEM2,Abrasive Roll 4 W x 150 ft L 15G PK4,5350,685.8,PK,4,60200005654,,3M,"60200005654, MFR 3M, Abrasive Roll Width 4 In. Length 150 ft. Abrasive Material Aluminum Oxide Grit 15 Grade Extra Coarse Backing Material Polyester Film Series 362L Color Orange Package Quantity 4",3,"60200005654, MFR 3M, Abrasive Roll Width 4 In. Length 150 ft. Abrasive Material Aluminum Oxide Grit 15 Grade Extra Coarse Backing Material Polyester Film Series 362L Color Orange Package Quantity 4",,,,,,,,,,,,,,,
6TJ68,Qk Chang Dsc Backup Pad 2 Dia TS,5350,15.7,EA,1,60440237679,,3M,"60440237679, MFR 3M, Disc Backup Pad Disc Diameter 2 In. Face Mounting Type TS Back Mounting Type Threaded Arbor Hole Back Mounting Size 1/4 In.-20 Max RPM 25 000 Density Medium Vacuum Hole Design Non-Vacuum Body Material Rubber",3,"60440237679, MFR 3M, Disc Backup Pad Disc Diameter 2 In. Face Mounting Type TS Back Mounting Type Threaded Arbor Hole Back Mounting Size 1/4 In.-20 Max RPM 25 000 Density Medium Vacuum Hole Design Non-Vacuum Body Material Rubber",,,,,,,,,,,,,,,
6TJ70,Qk Chang Dsc BU Pad 3 Dia TS,5350,24.47,EA,1,60440237687,,3M,"60440237687, MFR 3M, Disc Backup Pad Disc Diameter 3 In. Face Mounting Type TS Back Mounting Type Threaded Arbor Hole Back Mounting Size 1/4 In.-20 Max RPM 18 000 Density Medium Vacuum Hole Design Non-Vacuum Body Material Rubber",3,"60440237687, MFR 3M, Disc Backup Pad Disc Diameter 3 In. Face Mounting Type TS Back Mounting Type Threaded Arbor Hole Back Mounting Size 1/4 In.-20 Max RPM 18 000 Density Medium Vacuum Hole Design Non-Vacuum Body Material Rubber",,,,,,,,,,,,,,,
6TJ71,Qk Chang Dsc Backup Pad 3 Dia TS,5350,28.48,EA,1,60440237869,,3M,"60440237869, MFR 3M, Disc Backup Pad Disc Diameter 3 In. Face Mounting Type TS Back Mounting Type Threaded Arbor Hole Back Mounting Size 1/4 In.-20 Max RPM 20 000 Density Hard Vacuum Hole Design Non-Vacuum Body Material Rubber",3,"60440237869, MFR 3M, Disc Backup Pad Disc Diameter 3 In. Face Mounting Type TS Back Mounting Type Threaded Arbor Hole Back Mounting Size 1/4 In.-20 Max RPM 20 000 Density Hard Vacuum Hole Design Non-Vacuum Body Material Rubber",,,,,,,,,,,,,,,
6TJ73,Disc Pad Face Plate 4-1/2 in D Hard,5350,20.37,EA,1,60980108249,,3M,"60980108249, MFR 3M, Disc Face Plate Diameter 4-1/2 In. Mounting Type Retainer Nut Mounting Size 7/8 In. Density Hard Max RPM 13 300 For Use With 2-1/2 in Disc Pad Face Plate Hub",3,"60980108249, MFR 3M, Disc Face Plate Diameter 4-1/2 In. Mounting Type Retainer Nut Mounting Size 7/8 In. Density Hard Max RPM 13 300 For Use With 2-1/2 in Disc Pad Face Plate Hub",,,,,,,,,,,,,,,
5PJA1,Threaded Mandrel,5350,2.21,EA,1,60980010726,,3M,"60980010726, MFR 3M, Threaded Mandrel Shank Dia 1/4 In. Pilot Dia 1/4 In. Pilot Length 3 In. Thread Size 8 in - 32 In. For Use With Cross or Square Pads Max RPM 24 100",3,"60980010726, MFR 3M, Threaded Mandrel Shank Dia 1/4 In. Pilot Dia 1/4 In. Pilot Length 3 In. Thread Size 8 in - 32 In. For Use With Cross or Square Pads Max RPM 24 100",,,,,,,,,,,,,,,
2JEM8,Sanding Hand Pad Diamond M250 PK10,5350,378.06,PK,10,60980012508,,3M,"60980012508, MFR 3M, Sanding Hand Pad Length 3-3/4 In. Width 2-1/4 In. Abrasive Type Coated Abrasive Material Diamond Grit 60 Grade Medium Series 6200J Color Green Function Blending/Deburring Finishing/Polishing Package Quantity 10",3,"60980012508, MFR 3M, Sanding Hand Pad Length 3-3/4 In. Width 2-1/4 In. Abrasive Type Coated Abrasive Material Diamond Grit 60 Grade Medium Series 6200J Color Green Function Blending/Deburring Finishing/Polishing Package Quantity 10",,,,,,,,,,,,,,,
2JEN3,Sanding Hand Pad Diamond M125 PK10,5350,287.3,PK,10,60980013027,,3M,"60980013027, MFR 3M, Sanding Hand Pad Length 3-3/4 In. Width 2-1/4 In. Abrasive Type Coated Abrasive Material Diamond Grit 120 Grade Super Fine Series 6200J Color Black Function Blending/Deburring Finishing/Polishing Package Quantity 10",5,"60980013027, MFR 3M, Sanding Hand Pad Length 3-3/4 In. Width 2-1/4 In. Abrasive Type Coated Abrasive Material Diamond Grit 120 Grade Super Fine Series 6200J Color Black Function Blending/Deburring Finishing/Polishing Package Quantity 10",,,,,,,,,,,,,,,
2FWL6,PSA Sanding Disc AlO Cloth 5in 50G PK250,5350,315.18,PK,250,60440202509,,3M,"60440202509, MFR 3M, PSA Sanding Disc Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 5 In. Abrasive Grit 50 Abrasive Grade Coarse Abrasive Material Aluminum Oxide Disc Backing Material Cloth Series 348D Backing Weight X Color Brown Package Quantity 250",5,"60440202509, MFR 3M, PSA Sanding Disc Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 5 In. Abrasive Grit 50 Abrasive Grade Coarse Abrasive Material Aluminum Oxide Disc Backing Material Cloth Series 348D Backing Weight X Color Brown Package Quantity 250",,,,,,,,,,,,,,,
2FXJ7,PSA Sanding Disc Cloth 2in P120G PK200,5350,152.05,PK,200,60440201766,,3M,"60440201766, MFR 3M, PSA Sanding Disc Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 2 In. Abrasive Grit 120 Abrasive Grade Medium Abrasive Material Aluminum Oxide Disc Backing Material Cloth Series 348D Backing Weight X Color Brown Package Quantity 200",5,"60440201766, MFR 3M, PSA Sanding Disc Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 2 In. Abrasive Grit 120 Abrasive Grade Medium Abrasive Material Aluminum Oxide Disc Backing Material Cloth Series 348D Backing Weight X Color Brown Package Quantity 200",,,,,,,,,,,,,,,
2DKL3,PSA Sanding Disc SC Paper 8in 180G PK500,5350,732.49,PK,500,60650004942,,3M,"60650004942, MFR 3M, PSA Sanding Disc Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 8 In. Abrasive Grit 180 Abrasive Grade Fine Abrasive Material Silicon Carbide Disc Backing Material Paper Series 431Q Backing Weight C Color Black Package Quantity 500",5,"60650004942, MFR 3M, PSA Sanding Disc Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 8 In. Abrasive Grit 180 Abrasive Grade Fine Abrasive Material Silicon Carbide Disc Backing Material Paper Series 431Q Backing Weight C Color Black Package Quantity 500",,,,,,,,,,,,,,,
2AZJ2,PSA Disc Roll No Hole 6 In 80G AlO PK400,5350,561.75,PK,400,60440196214,,3M,"60440196214, MFR 3M, Sanding Disc Roll Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 6 In. Abrasive Grit 80 Abrasive Grade Coarse Abrasive Material Aluminum Oxide Disc Backing Material Cloth Backing Weight X Color Brown Series 341D Discs per Roll 100 Package Quantity 400",3,"60440196214, MFR 3M, Sanding Disc Roll Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 6 In. Abrasive Grit 80 Abrasive Grade Coarse Abrasive Material Aluminum Oxide Disc Backing Material Cloth Backing Weight X Color Brown Series 341D Discs per Roll 100 Package Quantity 400",,,,,,,,,,,,,,,
2DKA9,PSA Disc Roll No Hole 8 In 100G PK200,5350,353.9,PK,200,60010007940,,3M,"60010007940, MFR 3M, Sanding Disc Roll Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 8 In. Abrasive Grit 100 Abrasive Grade Medium Abrasive Material Aluminum Oxide Disc Backing Material Paper Backing Weight F Color Gold Series 363I Discs per Roll 100 Package Quantity 200",3,"60010007940, MFR 3M, Sanding Disc Roll Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 8 In. Abrasive Grit 100 Abrasive Grade Medium Abrasive Material Aluminum Oxide Disc Backing Material Paper Backing Weight F Color Gold Series 363I Discs per Roll 100 Package Quantity 200",,,,,,,,,,,,,,,
2AZT4,PSA Disc Roll No Hole 6 In 150G PK400,5350,390.02,PK,400,60010007999,,3M,"60010007999, MFR 3M, Sanding Disc Roll Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 6 In. Abrasive Grit 150 Abrasive Grade Medium Abrasive Material Aluminum Oxide Disc Backing Material Paper Backing Weight F Color Gold Series 363I Discs per Roll 100 Package Quantity 400",3,"60010007999, MFR 3M, Sanding Disc Roll Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 6 In. Abrasive Grit 150 Abrasive Grade Medium Abrasive Material Aluminum Oxide Disc Backing Material Paper Backing Weight F Color Gold Series 363I Discs per Roll 100 Package Quantity 400",,,,,,,,,,,,,,,
2AZR8,PSA Disc Roll No Hole 6 In 60G AlO PK400,5350,513.87,PK,400,60010007874,,3M,"60010007874, MFR 3M, Sanding Disc Roll Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 6 In. Abrasive Grit 60 Abrasive Grade Coarse Abrasive Material Aluminum Oxide Disc Backing Material Paper Backing Weight F Color Gold Series 363I Discs per Roll 100 Package Quantity 400",3,"60010007874, MFR 3M, Sanding Disc Roll Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 6 In. Abrasive Grit 60 Abrasive Grade Coarse Abrasive Material Aluminum Oxide Disc Backing Material Paper Backing Weight F Color Gold Series 363I Discs per Roll 100 Package Quantity 400",,,,,,,,,,,,,,,
2FVE1,PSA Disc Roll NoHole 5 In 150G PK400,5350,287.03,PK,400,60010007981,,3M,"60010007981, MFR 3M, Sanding Disc Roll Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 5 In. Abrasive Grit 150 Abrasive Grade Medium Abrasive Material Aluminum Oxide Disc Backing Material Paper Backing Weight F Color Gold Series 363I Discs per Roll 100 Package Quantity 400",3,"60010007981, MFR 3M, Sanding Disc Roll Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 5 In. Abrasive Grit 150 Abrasive Grade Medium Abrasive Material Aluminum Oxide Disc Backing Material Paper Backing Weight F Color Gold Series 363I Discs per Roll 100 Package Quantity 400",,,,,,,,,,,,,,,
2FXA5,PSA Disc Roll NoHole 5 In 120G PK4,5350,238.08,PK,4,60010007957,,3M,"60010007957, MFR 3M, Sanding Disc Roll Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 5 In. Abrasive Grit 120 Abrasive Grade Medium Abrasive Material Aluminum Oxide Disc Backing Material Paper Backing Weight F Color Gold Series 363I Discs per Roll 100 Package Quantity 4",3,"60010007957, MFR 3M, Sanding Disc Roll Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 5 In. Abrasive Grit 120 Abrasive Grade Medium Abrasive Material Aluminum Oxide Disc Backing Material Paper Backing Weight F Color Gold Series 363I Discs per Roll 100 Package Quantity 4",,,,,,,,,,,,,,,
2AYY1,Sanding Disc SC Paper 12 180G PK100,5350,327.4,PK,100,60650004934,,3M,"60650004934, MFR 3M, Sanding Disc Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 12 In. Abrasive Grit 180 Abrasive Grade Fine Abrasive Material Silicon Carbide Disc Backing Material Paper Series 431Q Backing Weight C Color Black Package Quantity 100",5,"60650004934, MFR 3M, Sanding Disc Abrasive Type Coated Vacuum Hole Design Non-Vacuum Disc Diameter 12 In. Abrasive Grit 180 Abrasive Grade Fine Abrasive Material Silicon Carbide Disc Backing Material Paper Series 431Q Backing Weight C Color Black Package Quantity 100",,,,,,,,,,,,,,,
1EFE2,J0694 Quick Change Disc AlO 3in 24G TR PK50,5350,72.2,PK,50,60440208902,,3M,"60440208902, MFR 3M, J0694 Quick Change Disc Abrasive Type Coated Disc Attachment System TR Roll-On/Off Disc Attachment Type Type 3 Disc Diameter 3 In. Abrasive Grit 24 Abrasive Grade Extra Coarse Abrasive Material Aluminum Oxide Disc Backing Material Cloth Max RPM 20 000 Series 361F Backing Weight YY Color Brown Package Quantity 50",3,"60440208902, MFR 3M, J0694 Quick Change Disc Abrasive Type Coated Disc Attachment System TR Roll-On/Off Disc Attachment Type Type 3 Disc Diameter 3 In. Abrasive Grit 24 Abrasive Grade Extra Coarse Abrasive Material Aluminum Oxide Disc Backing Material Cloth Max RPM 20 000 Series 361F Backing Weight YY Color Brown Package Quantity 50",,,,,,,,,,,,,,,
1EFE4,J0694 Quick Change Disc AlO 3in 50G TR PK50,5350,68.37,PK,50,60440209025,,3M,"60440209025, MFR 3M, J0694 Quick Change Disc Abrasive Type Coated Disc Attachment System TR Roll-On/Off Disc Attachment Type Type 3 Disc Diameter 3 In. Abrasive Grit 50 Abrasive Grade Coarse Abrasive Material Aluminum Oxide Disc Backing Material Cloth Max RPM 20 000 Series 361F Backing Weight YY Color Brown Package Quantity 50",3,"60440209025, MFR 3M, J0694 Quick Change Disc Abrasive Type Coated Disc Attachment System TR Roll-On/Off Disc Attachment Type Type 3 Disc Diameter 3 In. Abrasive Grit 50 Abrasive Grade Coarse Abrasive Material Aluminum Oxide Disc Backing Material Cloth Max RPM 20 000 Series 361F Backing Weight YY Color Brown Package Quantity 50",,,,,,,,,,,,,,,
1EFC5,J0686 Qk Change Disc AlO 1-1/2in 36G TR PK50,5350,31.48,PK,50,60440208910,,3M,"60440208910, MFR 3M, J0686 Quick Change Disc Abrasive Type Coated Disc Attachment System TR Roll-On/Off Disc Attachment Type Type 3 Disc Diameter 1-1/2 In. Abrasive Grit 36 Abrasive Grade Extra Coarse Abrasive Material Aluminum Oxide Disc Backing Material Cloth Max RPM 30 000 Series 361F Backing Weight YY Color Brown Package Quantity 50",3,"60440208910, MFR 3M, J0686 Quick Change Disc Abrasive Type Coated Disc Attachment System TR Roll-On/Off Disc Attachment Type Type 3 Disc Diameter 1-1/2 In. Abrasive Grit 36 Abrasive Grade Extra Coarse Abrasive Material Aluminum Oxide Disc Backing Material Cloth Max RPM 30 000 Series 361F Backing Weight YY Color Brown Package Quantity 50",,,,,,,,,,,,,,,
1EFD3,J0690 Quick Change Disc AlO 2in 50G TR PK50,5350,52.3,PK,50,60440209017,,3M,"60440209017, MFR 3M, J0690 Quick Change Disc Abrasive Type Coated Disc Attachment System TR Roll-On/Off Disc Attachment Type Type 3 Disc Diameter 2 In. Abrasive Grit 50 Abrasive Grade Coarse Abrasive Material Aluminum Oxide Disc Backing Material Cloth Max RPM 25 000 Series 361F Backing Weight YY Color Brown Package Quantity 50",3,"60440209017, MFR 3M, J0690 Quick Change Disc Abrasive Type Coated Disc Attachment System TR Roll-On/Off Disc Attachment Type Type 3 Disc Diameter 2 In. Abrasive Grit 50 Abrasive Grade Coarse Abrasive Material Aluminum Oxide Disc Backing Material Cloth Max RPM 25 000 Series 361F Backing Weight YY Color Brown Package Quantity 50",,,,,,,,,,,,,,,
1EFD7,J0690 Quick Change Disc AlO 2in 120G TR PK50,5350,32.51,PK,50,60440209298,,3M,"60440209298, MFR 3M, J0690 Quick Change Disc Abrasive Type Coated Disc Attachment System TR Roll-On/Off Disc Attachment Type Type 3 Disc Diameter 2 In. Abrasive Grit 120 Abrasive Grade Medium Abrasive Material Aluminum Oxide Disc Backing Material Cloth Max RPM 25 000 Series 361F Backing Weight YY Color Brown Package Quantity 50",3,"60440209298, MFR 3M, J0690 Quick Change Disc Abrasive Type Coated Disc Attachment System TR Roll-On/Off Disc Attachment Type Type 3 Disc Diameter 2 In. Abrasive Grit 120 Abrasive Grade Medium Abrasive Material Aluminum Oxide Disc Backing Material Cloth Max RPM 25 000 Series 361F Backing Weight YY Color Brown Package Quantity 50",,,,,,,,,,,,,,,
1EFE7,J0694 Quick Change Disc AlO 3in 100G TR PK50,5350,61.18,PK,50,60440209249,,3M,"60440209249, MFR 3M, J0694 Quick Change Disc Abrasive Type Coated Disc Attachment System TR Roll-On/Off Disc Attachment Type Type 3 Disc Diameter 3 In. Abrasive Grit 100 Abrasive Grade Medium Abrasive Material Aluminum Oxide Disc Backing Material Cloth Max RPM 20 000 Series 361F Backing Weight YY Color Brown Package Quantity 50",3,"60440209249, MFR 3M, J0694 Quick Change Disc Abrasive Type Coated Disc Attachment System TR Roll-On/Off Disc Attachment Type Type 3 Disc Diameter 3 In. Abrasive Grit 100 Abrasive Grade Medium Abrasive Material Aluminum Oxide Disc Backing Material Cloth Max RPM 20 000 Series 361F Backing Weight YY Color Brown Package Quantity 50",,,,,,,,,,,,,,,
1EFE8,J0694 Quick Change Disc AlO 3in 120G TR PK50,5350,61.18,PK,50,60440209306,,3M,"60440209306, MFR 3M, J0694 Quick Change Disc Abrasive Type Coated Disc Attachment System TR Roll-On/Off Disc Attachment Type Type 3 Disc Diameter 3 In. Abrasive Grit 120 Abrasive Grade Medium Abrasive Material Aluminum Oxide Disc Backing Material Cloth Max RPM 20 000 Series 361F Backing Weight YY Color Brown Package Quantity 50",3,"60440209306, MFR 3M, J0694 Quick Change Disc Abrasive Type Coated Disc Attachment System TR Roll-On/Off Disc Attachment Type Type 3 Disc Diameter 3 In. Abrasive Grit 120 Abrasive Grade Medium Abrasive Material Aluminum Oxide Disc Backing Material Cloth Max RPM 20 000 Series 361F Backing Weight YY Color Brown Package Quantity 50",,,,,,,,,,,,,,,
2FVD4,Sanding Belt 4 In Wx132 In L AO 50G PK50,5350,900.29,PK,50,60440197444,,3M,"60440197444, MFR 3M, Sanding Belt Width 4 In. Length 132 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 50 Grade Coarse Series 341D Color Brown Backing Weight X Backing Material Cloth Package Quantity 50",5,"60440197444, MFR 3M, Sanding Belt Width 4 In. Length 132 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 50 Grade Coarse Series 341D Color Brown Backing Weight X Backing Material Cloth Package Quantity 50",,,,,,,,,,,,,,,
2FVN7,Sanding Belt 6 In Wx60 In L AO 80GR PK20,5350,246.7,PK,20,60440197931,,3M,"60440197931, MFR 3M, Sanding Belt Width 6 In. Length 60 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 80 Grade Medium Series 341D Color Brown Backing Weight X Backing Material Cloth Package Quantity 20",5,"60440197931, MFR 3M, Sanding Belt Width 6 In. Length 60 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 80 Grade Medium Series 341D Color Brown Backing Weight X Backing Material Cloth Package Quantity 20",,,,,,,,,,,,,,,
2FVA1,Sanding Belt 2-1/2 x 60 In. AO 80GR PK50,5350,231.48,PK,50,60440196750,,3M,"60440196750, MFR 3M, Sanding Belt Width 2-1/2 In. Length 60 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 80 Grade Medium Series 341D Color Brown Backing Weight X Backing Material Cloth Package Quantity 50",5,"60440196750, MFR 3M, Sanding Belt Width 2-1/2 In. Length 60 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 80 Grade Medium Series 341D Color Brown Backing Weight X Backing Material Cloth Package Quantity 50",,,,,,,,,,,,,,,
2FWY7,Sanding Belt 1-1/2 x 60 In AO 120G PK50,5350,159.99,PK,50,60440196917,,3M,"60440196917, MFR 3M, Sanding Belt Width 1-1/2 In. Length 60 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 120 Grade Fine Series 341D Color Brown Backing Weight X Backing Material Cloth Package Quantity 50",5,"60440196917, MFR 3M, Sanding Belt Width 1-1/2 In. Length 60 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 120 Grade Fine Series 341D Color Brown Backing Weight X Backing Material Cloth Package Quantity 50",,,,,,,,,,,,,,,
2FVC8,Sanding Belt 2 In Wx48 In L AO 240G PK50,5350,161.59,PK,50,60440197162,,3M,"60440197162, MFR 3M, Sanding Belt Width 2 In. Length 48 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 240 Grade Very Fine Series 341D Color Brown Backing Weight X Backing Material Cloth Package Quantity 50",5,"60440197162, MFR 3M, Sanding Belt Width 2 In. Length 48 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 240 Grade Very Fine Series 341D Color Brown Backing Weight X Backing Material Cloth Package Quantity 50",,,,,,,,,,,,,,,
2DKA2,Sanding Belt 2 In Wx48 In L AO 100G PK50,5350,141.37,PK,50,60440196842,,3M,"60440196842, MFR 3M, Sanding Belt Width 2 In. Length 48 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 100 Grade Fine Series 341D Color Brown Backing Weight X Backing Material Cloth Package Quantity 50",5,"60440196842, MFR 3M, Sanding Belt Width 2 In. Length 48 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 100 Grade Fine Series 341D Color Brown Backing Weight X Backing Material Cloth Package Quantity 50",,,,,,,,,,,,,,,
2BAN6,Sanding Belt 2Wx18-15/16 L AO 80G PK50,5350,107.14,PK,50,60440196560,,3M,"60440196560, MFR 3M, Sanding Belt Width 2 In. Length 18-15/16 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 80 Grade Medium Series 341D Color Brown Backing Weight X Backing Material Cloth Package Quantity 50",3,"60440196560, MFR 3M, Sanding Belt Width 2 In. Length 18-15/16 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 80 Grade Medium Series 341D Color Brown Backing Weight X Backing Material Cloth Package Quantity 50",,,,,,,,,,,,,,,
2FWZ8,Sanding Belt 6 In Wx48 In L AO 80GR PK20,5350,217.66,PK,20,60440211682,,3M,"60440211682, MFR 3M, Sanding Belt Width 6 In. Length 48 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 80 Grade Medium Series 340D Color Brown Backing Weight X Backing Material Cloth Package Quantity 20",5,"60440211682, MFR 3M, Sanding Belt Width 6 In. Length 48 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 80 Grade Medium Series 340D Color Brown Backing Weight X Backing Material Cloth Package Quantity 20",,,,,,,,,,,,,,,
2AZH2,Sanding Belt 3 In Wx24 In L AO 80GR PK50,5350,141.98,PK,50,60440211484,,3M,"60440211484, MFR 3M, Sanding Belt Width 3 In. Length 24 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 80 Grade Medium Series 340D Color Brown Backing Weight X Backing Material Cloth Package Quantity 50",3,"60440211484, MFR 3M, Sanding Belt Width 3 In. Length 24 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 80 Grade Medium Series 340D Color Brown Backing Weight X Backing Material Cloth Package Quantity 50",,,,,,,,,,,,,,,
2DLH8,Sanding Belt 3 In Wx24 In L AO 60GR PK50,5350,138.97,PK,50,60440211534,,3M,"60440211534, MFR 3M, Sanding Belt Width 3 In. Length 24 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 60 Grade Medium Series 340D Color Brown Backing Weight X Backing Material Cloth Package Quantity 50",3,"60440211534, MFR 3M, Sanding Belt Width 3 In. Length 24 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 60 Grade Medium Series 340D Color Brown Backing Weight X Backing Material Cloth Package Quantity 50",,,,,,,,,,,,,,,
2DLD4,Sanding Belt 3 In Wx18 In L AO 80GR PK50,5350,112.81,PK,50,60440211336,,3M,"60440211336, MFR 3M, Sanding Belt Width 3 In. Length 18 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 80 Grade Medium Series 340D Color Brown Backing Weight X Backing Material Cloth Package Quantity 50",5,"60440211336, MFR 3M, Sanding Belt Width 3 In. Length 18 In. Abrasive Type Coated Abrasive Material Aluminum Oxide Grit 80 Grade Medium Series 340D Color Brown Backing Weight X Backing Material Cloth Package Quantity 50",,,,,,,,,,,,,,,
6KXL2,Cloth Band 1Wx1-1/2 In Dia Grit 60,5350,0.63,EA,1,604402010146KXL2,,3M,"60440201014, MFR 3M, Abrasive Spiral Band Diameter 1-1/2 In. Width 1 In. Abrasive Material Aluminum Oxide Grit 60",3,"60440201014, MFR 3M, Abrasive Spiral Band Diameter 1-1/2 In. Width 1 In. Abrasive Material Aluminum Oxide Grit 60",,,,,,,,,,,,,,,
6KXL3,Cloth Band 1Wx1-1/2 In L Grit 36,5350,0.61,EA,1,604402010066KXL3,,3M,"60440201006, MFR 3M, Abrasive Spiral Band Diameter 1 In. Width 1-1/2 In. Abrasive Material Aluminum Oxide Grit 36",3,"60440201006, MFR 3M, Abrasive Spiral Band Diameter 1 In. Width 1-1/2 In. Abrasive Material Aluminum Oxide Grit 36",,,,,,,,,,,,,,,
6TP88,Qk Chang Dsc Backup Pad 3D TR,5350,25.16,EA,1,60440237778,,3M,"60440237778, MFR 3M, Disc Backup Pad Disc Diameter 3 In. Face Mounting Type TR Back Mounting Type Threaded Arbor Hole Back Mounting Size 1/4 In.-20 Max RPM 20 000 Density Hard Vacuum Hole Design Non-Vacuum Body Material Rubber",3,"60440237778, MFR 3M, Disc Backup Pad Disc Diameter 3 In. Face Mounting Type TR Back Mounting Type Threaded Arbor Hole Back Mounting Size 1/4 In.-20 Max RPM 20 000 Density Hard Vacuum Hole Design Non-Vacuum Body Material Rubber",,,,,,,,,,,,,,,
6TP89,Qk Chang Dsc BU Pad 3 D TR,5350,17.37,EA,1,60440237661,,3M,"60440237661, MFR 3M, Disc Backup Pad Disc Diameter 3 In. Face Mounting Type TR Back Mounting Type Threaded Arbor Hole Back Mounting Size 1/4 In.-20 Max RPM 18 000 Density Medium Vacuum Hole Design Non-Vacuum Body Material Rubber",3,"60440237661, MFR 3M, Disc Backup Pad Disc Diameter 3 In. Face Mounting Type TR Back Mounting Type Threaded Arbor Hole Back Mounting Size 1/4 In.-20 Max RPM 18 000 Density Medium Vacuum Hole Design Non-Vacuum Body Material Rubber",,,,,,,,,,,,,,,
6TP92,Qk Chang Dsc BU Pad 2 Dia TR,5350,14.22,EA,1,60440237653,,3M,"60440237653, MFR 3M, Disc Backup Pad Disc Diameter 2 In. Face Mounting Type TR Back Mounting Type Threaded Arbor Hole Back Mounting Size 1/4 In.-20 Max RPM 25 000 Density Medium Vacuum Hole Design Non-Vacuum Body Material Rubber",3,"60440237653, MFR 3M, Disc Backup Pad Disc Diameter 2 In. Face Mounting Type TR Back Mounting Type Threaded Arbor Hole Back Mounting Size 1/4 In.-20 Max RPM 25 000 Density Medium Vacuum Hole Design Non-Vacuum Body Material Rubber",,,,,,,,,,,,,,,
